clean,watermarked,wm_method,instrument,si_snr_clean,si_snr_watermarked,delta_si_snr,snr,lsd,pesq,stoi
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0016/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0016/2_watermarked.wav,SemanticCluster,speech,102.97859,40.220634,-62.757957,40.220848,5.061240196228027,3.9517157077789307,0.999743966678319
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0017/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0017/2_watermarked.wav,SemanticCluster,speech,101.6422,40.02357,-61.618626,40.023865,6.757524013519287,3.7378907203674316,0.9997642776172853
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0018/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0018/2_watermarked.wav,SemanticCluster,speech,103.21092,39.867996,-63.342926,39.86812,5.1145501136779785,3.826981544494629,0.9992541550794624
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0019/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0019/2_watermarked.wav,SemanticCluster,speech,105.716415,39.715515,-66.0009,39.7159,6.3623270988464355,3.7073974609375,0.9996994350576861
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0020/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0020/2_watermarked.wav,SemanticCluster,speech,104.579254,40.16771,-64.411545,40.167866,4.798144817352295,4.048968315124512,0.9996888164830338
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0021/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149874-0021/2_watermarked.wav,SemanticCluster,speech,101.025345,41.001694,-60.02365,41.00199,6.128390789031982,3.8624279499053955,0.9998247327764302
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0000/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0000/2_watermarked.wav,SemanticCluster,speech,103.40631,39.269764,-64.13655,39.27028,5.713963031768799,3.8804218769073486,0.9997509022664426
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0001/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0001/2_watermarked.wav,SemanticCluster,speech,105.58144,39.390297,-66.19115,39.3907,7.769047737121582,3.589693307876587,0.9994806659170791
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0002/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0002/2_watermarked.wav,SemanticCluster,speech,104.17343,39.295116,-64.87831,39.295624,8.07299518585205,3.611747980117798,0.9986493651159182
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0003/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0003/2_watermarked.wav,SemanticCluster,speech,103.62039,39.523552,-64.09684,39.524036,7.947737216949463,3.4057748317718506,0.9977951278701671
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0004/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0004/2_watermarked.wav,SemanticCluster,speech,101.355804,39.71329,-61.642513,39.71367,7.835890293121338,3.5029635429382324,0.9993307901488837
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0005/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0005/2_watermarked.wav,SemanticCluster,speech,106.35433,39.663822,-66.690506,39.664185,7.218597412109375,3.6429829597473145,0.9989579639103551
../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0006/1_original.wav,../watermark_research/results/LibriSpeech-init/SemanticCluster/2277-149896-0006/2_watermarked.wav,SemanticCluster,speech,105.49548,39.508293,-65.98719,39.508778,7.835704326629639,3.613891124725342,0.9986879468224568
