attack_type,chunk_index,n,chunk_index_mean,chunk_index_std,bitwise/clean_mean,bitwise/clean_std,bitwise/distorted_mean,bitwise/distorted_std,bitwise/no_watermark_clean_mean,bitwise/no_watermark_clean_std,bitwise/no_watermark_distorted_mean,bitwise/no_watermark_distorted_std,hard/clean_mean,hard/clean_std,hard/distorted_mean,hard/distorted_std,hard/no_watermark_clean_mean,hard/no_watermark_clean_std,hard/no_watermark_distorted_mean,hard/no_watermark_distorted_std,sisnr_wm_mean,sisnr_wm_std,sisnr_attack_mean,sisnr_attack_std
dynamic_range_compression,6,37,6.0,0.0,0.9983108108108109,0.010135135135135136,0.9983108108108109,0.010135135135135136,0.5202702702702703,0.11538534701309504,0.5236486486486487,0.12613618042293562,0.972972972972973,0.16216216216216217,0.972972972972973,0.16216216216216217,0.0,0.0,0.0,0.0,22.080895630089014,4.618529385964317,35.028817769643425,22.957399853963892
dynamic_range_compression,7,37,7.0,0.0,0.9949324324324325,0.017059974558044054,0.9966216216216216,0.014132770718481005,0.48817567567567566,0.12570564158877742,0.48817567567567566,0.13225391304772557,0.918918918918919,0.2729595929287048,0.9459459459459459,0.2261243314956961,0.0,0.0,0.0,0.0,22.16026195319923,4.062285564845977,35.00999064058871,20.566431789066517
dynamic_range_compression,8,14,8.0,0.0,1.0,0.0,1.0,0.0,0.5,0.11572751247156893,0.5044642857142857,0.12152372847157322,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.136090959821427,2.865721696118569,40.510223388671875,26.739478435666143
dynamic_range_compression,9,14,9.0,0.0,1.0,0.0,1.0,0.0,0.5044642857142857,0.08339973969763126,0.4955357142857143,0.09289576806555719,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.64827115195138,3.8211004149456578,37.032194341932026,25.28099990423681
dynamic_range_expansion,0,78,0.0,0.0,0.9959935897435898,0.015308472094986217,0.9943910256410257,0.017863378853852526,0.5064102564102564,0.11696522449412002,0.500801282051282,0.12835778171408804,0.9358974358974359,0.24493555351977947,0.9102564102564102,0.2858140616616405,0.0,0.0,0.0,0.0,23.254629648648777,6.165915812343957,23.16219565921869,25.206016229383675
dynamic_range_expansion,1,78,1.0,0.0,0.9983974358974359,0.009878868594501565,0.9943910256410257,0.02279080553417931,0.5168269230769231,0.12243893891375987,0.5088141025641025,0.12805730660714623,0.9743589743589743,0.15806189751202504,0.9358974358974359,0.24493555351977947,0.0,0.0,0.0,0.0,23.235432001260612,5.971583409819602,24.069055343476627,25.582630159810304
dynamic_range_expansion,2,77,2.0,0.0,0.9943181818181818,0.020598340163067403,0.9935064935064936,0.02380337386138828,0.5008116883116883,0.13938841459434004,0.4967532467532468,0.13880582118899806,0.922077922077922,0.2680489277993544,0.922077922077922,0.2680489277993544,0.0,0.0,0.0,0.0,23.274362254452395,6.030001926456189,25.02964217167396,25.719796825370494
dynamic_range_expansion,3,77,3.0,0.0,0.9959415584415584,0.01540070289043042,0.9935064935064936,0.021567094570757176,0.48863636363636365,0.13006276298022268,0.5008116883116883,0.1397518914436748,0.935064935064935,0.24641124624688673,0.9090909090909091,0.28747978728803447,0.0,0.0,0.0,0.0,22.566302931153928,5.43843203819968,24.329531229258357,25.34428992078786
dynamic_range_expansion,4,67,4.0,0.0,0.9916044776119403,0.026219159183871632,0.9888059701492538,0.03401974352390012,0.4925373134328358,0.12383900578564246,0.5065298507462687,0.11019314388690075,0.8955223880597015,0.30587912734207756,0.8805970149253731,0.3242621042149318,0.0,0.0,0.0,0.0,22.365147818380326,5.727680058050094,25.912925089473156,26.963877631303006
dynamic_range_expansion,5,67,5.0,0.0,0.9934701492537313,0.0326359247845819,0.9916044776119403,0.033968547492599116,0.5186567164179104,0.11326178924355258,0.5223880597014925,0.10889834438442156,0.9402985074626866,0.23693295322966482,0.9104477611940298,0.28553920104043273,0.0,0.0,0.0,0.0,22.849299217337993,5.767197612935277,25.82570981801446,28.085742660530478
dynamic_range_expansion,6,35,6.0,0.0,0.9946428571428572,0.017496355305594128,0.9928571428571429,0.019884872724392936,0.5053571428571428,0.12533119389547565,0.5125,0.12210943569484828,0.9142857142857143,0.27994168488950605,0.8857142857142857,0.318157963590287,0.0,0.0,0.0,0.0,23.548683411734444,5.74880773824105,29.762485020501273,30.161187265303344
dynamic_range_expansion,7,35,7.0,0.0,0.9946428571428572,0.023007319154866295,0.9892857142857143,0.03164293776190956,0.5053571428571428,0.1428124930223729,0.5089285714285714,0.14800975560787216,0.9428571428571428,0.23211538298959888,0.8857142857142857,0.318157963590287,0.0,0.0,0.0,0.0,23.807732772827148,6.822372094349384,34.248096086723464,31.663238908150703
dynamic_range_expansion,8,13,8.0,0.0,0.9903846153846154,0.022550075768381875,0.9903846153846154,0.022550075768381875,0.5528846153846154,0.07291226388511107,0.5480769230769231,0.08187204983618461,0.8461538461538461,0.36080121229410994,0.8461538461538461,0.36080121229410994,0.0,0.0,0.0,0.0,23.418192643385666,3.8935380244415487,42.8180026274461,29.538291203321883
dynamic_range_expansion,9,13,9.0,0.0,0.9855769230769231,0.026332815264671447,0.9855769230769231,0.026332815264671447,0.4951923076923077,0.1261045870058077,0.47596153846153844,0.10266421396183953,0.7692307692307693,0.4213250442347432,0.7692307692307693,0.4213250442347432,0.0,0.0,0.0,0.0,23.355451583862305,3.3158452267225256,29.555584760812614,25.520988040333467
encodec,0,111,0.0,0.0,0.9971846846846847,0.015440663514416763,0.9498873873873874,0.10705012054822954,0.4954954954954955,0.14005903670771555,0.48817567567567566,0.11549245614474248,0.963963963963964,0.18637982761781263,0.7117117117117117,0.4529659491883435,0.0,0.0,0.0,0.0,23.43400254120698,6.0671775245957775,6.3294559424524905,9.971320156376512
encodec,1,111,1.0,0.0,0.9971846846846847,0.01296268517254655,0.9493243243243243,0.10858215324316349,0.5191441441441441,0.12827708584933337,0.48986486486486486,0.13092396779084745,0.954954954954955,0.2074029627607448,0.6756756756756757,0.46812183988348033,0.0,0.0,0.0,0.0,23.435445819889104,5.703950516672393,7.096044778018384,9.701800247236172
encodec,2,108,2.0,0.0,0.9953703703703703,0.020312417563407688,0.9525462962962963,0.10022773921676975,0.515625,0.12846049120615227,0.4861111111111111,0.11067623229520296,0.9444444444444444,0.2290614236454256,0.6851851851851852,0.4644420816290538,0.0,0.0,0.0,0.0,23.082427651793868,5.776821755095134,7.332142307802483,9.428374858830324
encodec,3,108,3.0,0.0,0.9936342592592593,0.02543006081333314,0.9502314814814815,0.0987330254029148,0.515625,0.12387368725245293,0.5028935185185185,0.1290950348136827,0.9259259259259259,0.2618914004394621,0.6666666666666666,0.4714045207910317,0.0,0.0,0.0,0.0,23.0215611104612,5.977577073399323,6.3420788840287265,9.472264035234247
encodec,4,92,4.0,0.0,0.9966032608695652,0.01690197731606621,0.9619565217391305,0.0657810784614685,0.5129076086956522,0.13466003751290626,0.5197010869565217,0.1266633045369093,0.9565217391304348,0.20393111999232302,0.6521739130434783,0.47628048478710105,0.0,0.0,0.0,0.0,22.964321063912433,5.284573624750202,7.941121203824878,8.234321946375735
encodec,5,92,5.0,0.0,0.9945652173913043,0.028629493893621575,0.9612771739130435,0.08685827925202025,0.485054347826087,0.11669764109705967,0.5088315217391305,0.13180573396624276,0.9456521739130435,0.22670275668058923,0.717391304347826,0.4502677212436518,0.0,0.0,0.0,0.0,22.977943140527476,5.478147822686065,7.63808283339376,8.745922722552434
encodec,6,59,6.0,0.0,0.9936440677966102,0.022119293451081677,0.9661016949152542,0.06642548901097832,0.5169491525423728,0.14502269532834772,0.5148305084745762,0.12727744318538634,0.9152542372881356,0.2785029953416099,0.6440677966101694,0.478794809892391,0.0,0.0,0.0,0.0,22.44141252162093,4.413409915231278,8.811390983098644,7.734661817332041
encodec,7,59,7.0,0.0,0.9925847457627118,0.025947984563381123,0.9703389830508474,0.05440833067117058,0.5254237288135594,0.12664105198202083,0.5063559322033898,0.10142973901343917,0.9152542372881356,0.2785029953416099,0.711864406779661,0.4528945496910979,0.0,0.0,0.0,0.0,22.13817610983121,4.0752061806971085,8.813715993347815,7.967514418183613
encodec,8,19,8.0,0.0,0.9967105263157895,0.013956054891839754,0.944078947368421,0.05697535551213412,0.5131578947368421,0.09419619120576549,0.5098684210526315,0.09780308386393755,0.9473684210526315,0.22329687826943603,0.42105263157894735,0.49372797471825575,0.0,0.0,0.0,0.0,21.8754593698602,3.411228380087927,11.562395271502043,2.472177472689669
encodec,9,19,9.0,0.0,0.9868421052631579,0.025480153593469848,0.8947368421052632,0.08124400681071361,0.45394736842105265,0.13729366285992897,0.506578947368421,0.13124958778460527,0.7894736842105263,0.40768245749551757,0.15789473684210525,0.36464227527765836,0.0,0.0,0.0,0.0,22.967004575227435,4.692466911138469,10.86683830462004,3.3185554549588967
eq,0,89,0.0,0.0,0.9964887640449438,0.0171727798604459,0.9915730337078652,0.02840414103392793,0.5105337078651685,0.12473143728847787,0.5049157303370787,0.1292211160422637,0.9550561797752809,0.20718077432118848,0.898876404494382,0.3014923115730054,0.0,0.0,0.0,0.0,23.81253719329834,6.314284012847192,11.493006837501955,3.8184656363021388
eq,1,89,1.0,0.0,0.9978932584269663,0.011279760115315316,0.9873595505617978,0.031326837111229584,0.4978932584269663,0.11299416987819019,0.49859550561797755,0.10965404936252142,0.9662921348314607,0.18047616184504506,0.8314606741573034,0.37434452244848726,0.0,0.0,0.0,0.0,23.369564077827366,5.94813530610169,11.339060317264513,4.339445650718949
eq,2,88,2.0,0.0,0.9957386363636364,0.01575360299205883,0.9850852272727273,0.02978724002203234,0.4992897727272727,0.13670168503298502,0.4865056818181818,0.13603587207220091,0.9318181818181818,0.25205764787294127,0.7840909090909091,0.4114515225052653,0.0,0.0,0.0,0.0,23.478683818470348,5.934484578326938,11.173275793140585,3.9526474489536048
eq,3,88,3.0,0.0,0.9964488636363636,0.014468429536550682,0.9872159090909091,0.037875828482878925,0.5014204545454546,0.12248074724318077,0.4978693181818182,0.1208284258378144,0.9431818181818182,0.23149487258481094,0.8636363636363636,0.3431742925123068,0.0,0.0,0.0,0.0,23.566363887353376,5.924431965220598,11.520078707825053,4.010020443920714
eq,4,69,4.0,0.0,0.9945652173913043,0.020575754876087947,0.9836956521739131,0.045955256862195,0.4846014492753623,0.10501778937330629,0.48007246376811596,0.1206173514617196,0.927536231884058,0.2592542582608452,0.855072463768116,0.35202776236206146,0.0,0.0,0.0,0.0,23.072647371153902,6.019003102494436,11.330096296642138,3.853725906679624
eq,5,69,5.0,0.0,0.9945652173913043,0.020575754876087947,0.9855072463768116,0.05007346000393209,0.5208333333333334,0.14997986982477682,0.509963768115942,0.13274177609943744,0.927536231884058,0.2592542582608452,0.8985507246376812,0.3019227051594154,0.0,0.0,0.0,0.0,23.043882162674613,5.801584698113814,11.81893117013185,3.9204539841393857
eq,6,41,6.0,0.0,0.9969512195121951,0.013463050101109524,0.9801829268292683,0.046687173265590104,0.4801829268292683,0.1198950128185103,0.4954268292682927,0.12376697030600267,0.9512195121951219,0.2154088016177524,0.7804878048780488,0.4139161645970034,0.0,0.0,0.0,0.0,23.705518001463354,6.142307472465559,11.642016969076018,4.403624744912635
eq,7,41,7.0,0.0,0.9984756097560976,0.00964109042734262,0.9786585365853658,0.040504055657275675,0.4923780487804878,0.11970103920366207,0.5045731707317073,0.1063801605022433,0.975609756097561,0.1542574468374819,0.7317073170731707,0.4430707835264622,0.0,0.0,0.0,0.0,23.463079754899187,6.271248801734508,11.33464299178705,4.128823045256491
eq,8,15,8.0,0.0,0.9958333333333333,0.015590239111558088,0.9958333333333333,0.015590239111558088,0.525,0.13654974673478285,0.5041666666666667,0.13003738778606028,0.9333333333333333,0.24944382578492943,0.9333333333333333,0.24944382578492943,0.0,0.0,0.0,0.0,22.894028091430663,4.301997301918247,12.22248649597168,2.99856000387734
eq,9,15,9.0,0.0,0.9791666666666666,0.07795119555779043,0.9833333333333333,0.06236095644623236,0.5041666666666667,0.13003738778606028,0.5416666666666666,0.11785113019775793,0.9333333333333333,0.24944382578492946,0.9333333333333333,0.24944382578492946,0.0,0.0,0.0,0.0,22.83047752380371,3.3080845789702,11.886926587422689,3.953152979282419
gain,0,31,0.0,0.0,0.9899193548387096,0.03213180937602667,0.9778225806451613,0.04062387435405218,0.5141129032258065,0.1141563521523554,0.530241935483871,0.1051484258903653,0.9032258064516129,0.29565004483586066,0.7419354838709677,0.4375696763306625,0.0,0.0,0.0,0.0,25.17186487874677,6.312319577393804,81.75121676537299,2.2513768023232803
gain,1,31,1.0,0.0,0.9899193548387096,0.027936303347885112,0.9798387096774194,0.043147045481920755,0.49798387096774194,0.1342202982023648,0.4939516129032258,0.12126978420824648,0.8709677419354839,0.3352356401746214,0.7741935483870968,0.4181123031230877,0.0,0.0,0.0,0.0,23.946305182672315,5.055760653759963,81.7513661538401,2.251343701534658
gain,2,31,2.0,0.0,0.9979838709677419,0.011042793498088026,0.9919354838709677,0.02095222751091384,0.5221774193548387,0.13143553236295663,0.5020161290322581,0.1182490185372192,0.967741935483871,0.17668469596940845,0.8709677419354839,0.33523564017462143,0.0,0.0,0.0,0.0,24.418706032537646,6.596437761471821,81.74782414590159,2.2497097437627227
gain,3,31,3.0,0.0,0.9939516129032258,0.018478127802241288,0.9879032258064516,0.02469243692321753,0.5100806451612904,0.11458284063211953,0.49193548387096775,0.11637798136824042,0.9032258064516129,0.29565004483586066,0.8064516129032258,0.3950789907714804,0.0,0.0,0.0,0.0,24.152429211524225,5.131701367632494,81.75130757977885,2.2512467198860757
gain,4,24,4.0,0.0,0.9973958333333334,0.012489144591960207,0.9947916666666666,0.017274087449767706,0.4401041666666667,0.1243199818987501,0.4427083333333333,0.11681073693753023,0.9583333333333334,0.19982631347136331,0.9166666666666666,0.27638539919628335,0.0,0.0,0.0,0.0,25.743239164352417,6.4179536283067735,81.81194337209065,2.3204879752511203
gain,5,24,5.0,0.0,0.9947916666666666,0.017274087449767706,0.9973958333333334,0.012489144591960207,0.5130208333333334,0.13499031440306705,0.484375,0.120017902310447,0.9166666666666666,0.27638539919628335,0.9583333333333334,0.19982631347136331,0.0,0.0,0.0,0.0,24.469210584958393,6.474104310097796,81.81313133239746,2.3211549486046796
gain,6,17,6.0,0.0,0.9926470588235294,0.020136858731807577,0.9705882352941176,0.057192460243029576,0.47794117647058826,0.12489182170193402,0.5294117647058824,0.17031227679265395,0.8823529411764706,0.32218973970892123,0.7647058823529411,0.42418250299576343,0.0,0.0,0.0,0.0,21.987536430358887,2.986276367803107,81.59015565759995,2.635850319313074
